ID	Type
C(C(C(O)=O)(C(CO)=O)O)(O)=O	1
C(CC(C(C)=C(C=O)C=C)=O)=O	1
C(CC(C(C(CO)O)=O)O)(CO)=O	1
C(CC)(C(C=O)(C(C=O)CO)O)=O	1
C(C(CO)C(CC(C)CCO)O)=O	1
C(CO)(C1C(C(C(O1)O)O)O)=O	1
C(C(C)(CC=O)C(C=C)(C)O)(O)=O	1
C(C1(C)CC(OC1C(O)=O)O)(O)=O	1
C(C(C=CCO)C(C(O)=O)=C)=O	1
C(CC(C(C(CC)=O)O)O)(O)=O	1
C(C(C=C)(CC(C=O)=O)O)(O)=O	1
C(C(C=O)(CC(C=O)C(C)O)O)=O	1
C(C)(C(C)(C(CO)(CO)O)O)=O	1
C(C(C=O)(C(CCO)O)O)(O)=O	1
C=C(C=O)C(O)=O	1
C(C(CCC=O)CCO)=O	1
C(C(C(CO)O)=CC=O)(O)=O	1
C(C(C=O)(C(C(CO)O)O)O)=O	1
C(C(C=C)C(C(O)=O)=C)=O	1
C(C)(C(CO)(CC(CCO)=O)O)=O	1
C(C(C(CC=O)=O)C(C)O)(O)=O	1
C(C(C=CC(O)=O)=O)(OC)=O	1
C(C)(C(C(O)=O)CCC=CCO)=O	1
C(C(C)(C(C=CC=O)(CO)O)O)=O	1
C(C(C(O)=O)C(CC=O)=O)=O	1
C(CC(C=CC=O)O)(O)=O	1
C(C1(C(OCC(C1O)=O)O)O)=O	1
C(C(C(CO)(C(CO)O)O)=O)=O	1
C(C(C=C)(CO)C(C=CC)O)=O	1
C(C(C(CC=O)=O)CO)=O	1
C(C(C(CC(C(O)=O)=O)O)O)=O	1
C(CC(C=O)(C(C=O)(C)O)O)(C)=O	1
C(C(C=O)C(C=O)(C)O)(O)=O	1
C(C(C=C)C(C(CC=O)=O)O)=O	1
C(CCC(CCC(C(O)=O)=O)O)=O	1
C(CC(C1C(C(C(O1)=O)=O)=O)O)=C	1
C(C(C)(C(C=O)(C)O)O)(CCO)=O	1
C(CC(C=O)(C(C=O)O)O)=O	1
C(CO)(C(CC=CC=O)O)=O	1
C(C(C=O)(CC(C(C=O)=O)=O)O)=O	1
C(C1C(C)OC(C1C=O)O)=O	1
C=C1C(OC(C(O)=O)=C1)=O	1
C(C(C(CC=O)=O)C(C)O)=O	1
C(C1CC(C(O)=O)C(C=O)C1C)=O	1
C(CO)(C(C=C)(C(C(C)=O)O)O)=O	1
C(C1C(CC(C)C1(C)O)O)=O	1
C(CC=C1C(OC(C1=O)=O)=O)=O	1
C(CO)(C(C)C(CCO)O)=O	1
C(C)(C(CO)(C(C(C)=O)(C)O)O)=O	1
C(CC=CC(C(O)=O)=C)=O	1
C(C(CO)=O)(CCC(CCO)O)=O	1
C(CC(C(C(C)=O)CO)O)(O)=O	1
C(C(C=O)C(C)C(CC=O)O)(O)=O	1
C(CO)(CC(C)(CCO)O)=O	1
C(C(C(C(CO)O)=O)=O)(O)=O	1
C(CO)(C(C)C(C(C(C)O)=C)O)=O	1
C(C(CO)(CC=O)C(C=C)CO)=O	1
C(C(C(C(O)=O)=C)(C(C)O)O)(O)=O	1
C(C1(C(C(C)O)=COC1)O)=O	1
C(CC1C(C(C(O1)O)O)=O)(O)=O	1
C1(CC(CC(C)O1)O)=O	1
C(CO)=CC(C(O)=O)=O	1
C1(C2COC(C(C2)(O)O1)=O)=O	1
C(C(C=C)C1(C(O)OCC1O)O)=O	1
C(C(CC(CC(C)CO)O)=O)(O)=O	1
C(C(C1(C(C(C(C)O1)O)=O)O)O)=O	1
C(CC(C(C(C)=O)=O)O)(C(C)O)=O	1
C(C(CC(C)(CCO)O)C(C)O)=O	1
C1(C(C(C=O)C(C(O1)=O)C)O)=O	1
C(C1(C(CC(O1)=O)=O)C)(O)=O	1
C(C(C(C(O)=O)=O)CCCO)(O)=O	1
C(C(C(CO)=O)(CO)C(C)O)=O	1
C(C)(C(CCC(C(O)=O)=O)O)=O	1
C(C(CCO)C(C(C)=O)O)=O	1
C(CO)(C(C=C)(CC(CO)=O)O)=O	1
C(C(C1CC(C(O1)=O)=O)CO)(O)=O	1
C(CC(CO)(CO)O)(CCO)=O	1
C(C(C(CC(C)O)=O)C)(O)=O	1
C(CC(C=O)(C(C=O)C(C)O)O)=O	1
C(C(CO)(C)O)=O	1
C1(C(CC(CC(C1)O)O)=O)=O	1
C(C(C(C(O)=O)=C)(CO)CO)=O	1
C(C(C(C(CO)(CC)O)O)=O)(O)=O	1
C(C(C)=O)(C(C)O)=O	1
C1(C(COC(C1)O)O)=O	1
C1(C(C(CO1)O)(CC(C)O)O)=O	1
C(CC(CC(CC=C)O)O)=O	1
C(C(C)(C(C(C(C)O)=C)O)O)=O	1
C(C(C=O)(C(C(CC=O)=O)O)O)=O	1
C(C=CC(C(CO)=O)=O)(O)=O	1
C(C(C)C(CO)(CCO)O)(O)=O	1
C1(C(C(C(CO)(C(O)O1)O)O)O)=O	1
C(C(C(C)O)(C(C=O)(C)O)O)=O	1
C(C(C)(C(C(C(CO)=O)=O)O)O)=O	1
C(CO)(C(C(C=O)=CC=O)O)=O	1
C(C(C(C(C(C)O)C(C)O)O)O)=O	1
C(CCC1C(C)OC(CC1O)O)=O	1
C(C)(C(C)CC=O)=O	1
C(C(CCO)C(C=O)C(C)O)(O)=O	1
C(CCC(C=C)CO)=O	1
C(C(C=O)(C(C(O)=O)(CO)O)O)=O	1
C1(C(CC=C)(C(C=C)C(O)O1)O)=O	1
C=CC1C(C(OC(CC1C)O)=O)=O	1
C(CC(CC(CC(O)=O)O)=O)(O)=O	1
C=C(C(O)=O)C(C(C(C=O)=O)O)O	1
C(C(C=O)(C)O)(O)=O	1
C(CC(C(C(C)O)=C)O)(CCO)=O	1
C(C(CO)(CC(C)O)CC=O)(O)=O	1
C(C(CO)(CO)C(CC(O)=O)O)=O	1
C(C=O)(C(C)(CC(C(O)=O)=O)O)=O	1
C1(COC(C(C1(CC=O)O)O)O)=O	1
C=C(C(O)=O)C(CC(C)(CO)O)=O	1
C1(C(C)C(CO)(C(C(O1)=O)O)O)=O	1
C(CC(C(CO)CO)O)=O	1
C(CC(C(C=CC=CC)=O)=O)=O	1
C(C)=CC=C(C(O)=O)CO	1
C(C(CO)C(C(CC(O)=O)O)O)=O	1
C(C(C=C)C(C=C(C=O)CO)O)=O	1
C(C(C=C)C(C(CO)=O)=O)=O	1
C(C)=C(C(C(O)=O)=O)CO	1
C(C(C(CO)O)C(C)CO)=O	1
C(C(C=O)(COC(C=O)O)O)=O	1
C(C(C(O)=O)C(C(C)O)=O)(O)=O	1
C(C(C)O)(CC(C(CO)CO)O)=O	1
C1CC(C(OC(C=1)=O)=O)=O	1
C(C(C=O)(C(CC(CO)C)O)O)=O	1
C1(C(C(CO1)C(C)(CO)O)=O)=O	1
C(C1CC(C(C1CCO)=O)=O)(O)=O	1
C(C(CC(C)O)(C(C(O)=O)O)O)=O	1
C(C(C1C(C(C)CC(O1)O)O)=O)=O	1
C(CC(C)=O)(O)=O	1
C(C(C=C)C(C=O)(C=O)O)=O	1
C(C(C(O)=O)(C(O)=O)CO)(O)=O	1
C(CC(C=O)=O)(O)=O	1
C1(C(CO)C(C)(CC(O)O1)O)=O	1
C(C(C(CC(C=CC)O)O)O)=O	1
CC(C(CO)(C(CO)(CO)O)O)O	1
C1(C(C(CCO)=CC(O1)=O)=O)=O	1
C(C(C(C(C(O)=O)=O)(CO)O)O)=O	1
C(CC(C(C=CC=O)=O)=O)=O	1
C(CO)(C(C)(C(C(C)=O)O)O)=O	1
C(C(C(CO)(C)O)=O)=O	1
C1(C(C(C(C(C)=O)(O)O1)O)O)=O	1
C(C(C(C=O)=O)(CO)O)=CC(C)O	1
C(C(C(C(C=O)O)=O)C)(O)=O	1
C(C(C=C)(C(C=O)O)C(C=O)O)=O	1
C(C(C(O)=O)C=CCO)(O)=O	1
C(C(C(CO)C(C(CO)=O)O)O)=O	1
C(C(CO)C(C(O)=O)(CO)O)(O)=O	1
C(C(C=C)(C(CC=C)O)C(C)O)=O	1
C(C1(CC(C)OC(C1)=O)O)(O)=O	1
C1C2(C(O)OC(C2C(C)O)O1)O	1
C(C(CCC=O)C(C(O)=O)O)(O)=O	1
C(C(C(C)(C(C(CO)=O)O)O)O)=O	1
C(C(CCC(O)=O)C(C)C(C)O)=O	1
C(CC1(COC(CC1O)O)O)=O	1
C(C(C(C(C(C(C)=O)=O)O)O)O)=O	1
C(CC(C(CC(C(C)=O)O)=O)=O)=O	1
C(C(C(O)=O)C(C=O)O)(O)=O	1
C(C(CO)(CC(C=O)=O)O)=CC=O	1
C(C(C=C)(CC(C(O)=O)=O)O)(O)=O	1
C(C(C=C)C(C=O)(C(C=O)O)O)=O	1
C=C(C=O)C(CC(C(C)=O)=O)O	1
C(C(CO)C(C=O)C(C=C)CO)=O	1
C(C(C)O)=C1C(OC(C1)O)=O	1
C1(C(C(C(CO1)C(C)O)O)O)=O	1
C(C(C=O)(C(C)CCO)O)=O	1
C(C)(C(CO)(C)O)=O	1
C1(C(C)=C(C(C(O)=O)=O)CO1)=O	1
C(C(C=O)(C(C(C=O)=O)(C)O)O)=O	1
C=C(C=O)C(C(O)=O)=C	1
C(C(C(C(C(O)=O)O)=O)O)(O)=O	1
C(C(C(C(C(O)=O)=C)(CO)O)O)=O	1
C1(CC(C(C(C=O)(O)O1)O)O)=O	1
C(CCCC=CCO)=O	1
C(C(C=C)C(CC=C)O)=O	1
C(OC(C)CC(CC(O)=O)O)=O	1
C(CC(C)CC(CC=O)O)=O	1
C=C(C(O)=O)C(C(C(O)=O)=O)=C	1
C(CC(C(C=CC)=O)=O)=O	1
C=CC(C=O)=CCC(C(O)=O)=O	1
C1(C(C(CO1)O)(CCCC=O)O)=O	1
C(C(C)(C(C)C(CO)O)O)(O)=O	1
C(C(C=O)C(C(O)=O)(C)O)(O)=O	1
C(C(CCO)=O)=O	1
C(C(CC(C(CCO)=O)=O)O)(O)=O	1
C(C(C=C(C(O)=O)C=O)O)(O)=O	1
C1(CC(C=O)OC(C1CO)=O)=O	1
C(CO)(C(C(C(CC)O)O)O)=O	1
C(C(C=C)(C(C)CC=O)C(C)O)=O	1
C1C(C(O)OC(C=1)=O)C(C)O	1
C(C(C(C(O)=O)=C)CO)=O	1
C(C)(C(C)(C(C(C=O)=O)(C)O)O)=O	1
C(CC(C(CO)=O)(C(C=O)O)O)=O	1
C(C(C(C(C(CO)O)O)O)=O)=O	1
C(C1C2OCC1(C(O)O2)O)(O)=O	1
C(C(C(CO)O)(CC(C=O)=O)O)=O	1
C1(C(C)(C2COC(C2(O)O1)=O)O)=O	1
C(CCCC(C(O)=O)=O)=CC(O)=O	1
C(C(C(C)O)=C(C=O)CO)=O	1
C(CC(CC(C(O)=O)O)=O)(O)=O	1
C1(CC(CC(CCC=O)(O)O1)O)=O	1
C(C(C(O)=O)C(C=O)C(O)=O)=O	1
C(CC(C)CC(C(C=O)=C)O)=O	1
C(CO)(C(CCO)(C(C=C)O)O)=O	1
C(CC(C(CC)O)O)=O	1
C(C(C)C1C(O)OCC1C=O)(O)=O	1
C(CO)(C(C(O)=O)(C)C(C=O)O)=O	1
C(C(C(C(C=C)CO)O)CCO)=O	1
C1(C(CO)C(C=O)(CO1)O)=O	1
C1(C(C)(C(C(O)=O)(C(O)O1)O)O)=O	1
C(C1(C(C(CO1)=O)O)O)=O	1
C(CC(CC(C)O)O)=O	1
C(CC(C(O)=O)=CC=O)=O	1
C(C(CCC=O)(CC(C)O)O)=O	1
C=CC(CC(C(C=O)=O)=O)O	1
C1(C(CO)(C(CO)C(O)O1)O)=O	1
C(C(C)(CCO)O)=CC=O	1
